flight_id,task_name,duration,required_vehicles,predecessors,earliest_start,actual_start,actual_end
FL01010046,catering,19,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010046,cleaning,26,['cleaning_crew'],['deplaning'],,,
FL01010046,water_service,10,['water_truck'],['deplaning'],,,
FL01010046,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010046,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010046,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010031,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01010031,cargo_unload,20,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01010031,refueling,20,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01010031,catering,26,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01010031,cleaning,27,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01010031,water_service,12,['water_truck'],['deplaning'],,,
FL01010031,lavatory_service,9,['lavatory_truck'],['deplaning'],,,
FL01010031,cargo_load,23,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01010031,boarding,22,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01010031,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01010077,deplaning,7,['passenger_stairs'],[],,,
FL01010077,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010077,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010077,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010077,cleaning,25,['cleaning_crew'],['deplaning'],,,
FL01010077,water_service,8,['water_truck'],['deplaning'],,,
FL01010077,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010077,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010077,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010058,deplaning,10,['passenger_stairs'],[],,,
FL01010058,cargo_unload,13,['baggage_loader'],['deplaning'],,,
FL01010058,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010058,catering,19,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010058,cleaning,27,['cleaning_crew'],['deplaning'],,,
FL01010058,water_service,8,['water_truck'],['deplaning'],,,
FL01010058,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010058,boarding,20,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010058,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010063,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01010063,cargo_unload,23,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01010063,refueling,19,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01010063,catering,30,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01010063,cleaning,30,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01010063,water_service,9,['water_truck'],['deplaning'],,,
FL01010063,lavatory_service,7,['lavatory_truck'],['deplaning'],,,
FL01010063,cargo_load,19,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01010063,boarding,25,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01010063,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01010070,deplaning,8,['passenger_stairs'],[],,,
FL01010070,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010070,refueling,11,['fuel_truck'],['deplaning'],,,
FL01010070,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010070,cleaning,16,['cleaning_crew'],['deplaning'],,,
FL01010070,water_service,8,['water_truck'],['deplaning'],,,
FL01010070,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010070,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010070,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010025,deplaning,8,['passenger_stairs'],[],,,
FL01010025,cargo_unload,13,['baggage_loader'],['deplaning'],,,
FL01010025,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010025,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010025,cleaning,20,['cleaning_crew'],['deplaning'],,,
FL01010025,water_service,7,['water_truck'],['deplaning'],,,
FL01010025,cargo_load,12,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010025,boarding,19,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010025,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010048,deplaning,6,['passenger_stairs'],[],,,
FL01010048,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01010048,refueling,16,['fuel_truck'],['deplaning'],,,
FL01010048,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010048,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01010048,water_service,6,['water_truck'],['deplaning'],,,
FL01010048,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010048,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010048,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010074,deplaning,8,['passenger_stairs'],[],,,
FL01010074,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01010074,refueling,14,['fuel_truck'],['deplaning'],,,
FL01010074,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010074,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01010074,water_service,8,['water_truck'],['deplaning'],,,
FL01010074,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010074,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010074,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010052,deplaning,6,['passenger_stairs'],[],,,
FL01010052,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010052,refueling,12,['fuel_truck'],['deplaning'],,,
FL01010052,catering,18,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010052,cleaning,26,['cleaning_crew'],['deplaning'],,,
FL01010052,water_service,6,['water_truck'],['deplaning'],,,
FL01010052,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010052,boarding,12,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010052,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010035,deplaning,5,['passenger_stairs'],[],,,
FL01010035,cargo_unload,8,['baggage_loader'],['deplaning'],,,
FL01010035,refueling,11,['fuel_truck'],['deplaning'],,,
FL01010035,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010035,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01010035,water_service,6,['water_truck'],['deplaning'],,,
FL01010035,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010035,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010035,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010069,deplaning,9,['passenger_stairs'],[],,,
FL01010069,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010069,refueling,15,['fuel_truck'],['deplaning'],,,
FL01010069,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010069,cleaning,26,['cleaning_crew'],['deplaning'],,,
FL01010069,water_service,8,['water_truck'],['deplaning'],,,
FL01010069,cargo_load,14,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010069,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010069,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010083,deplaning,7,['passenger_stairs'],[],,,
FL01010083,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010083,refueling,14,['fuel_truck'],['deplaning'],,,
FL01010083,catering,17,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010083,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01010083,water_service,7,['water_truck'],['deplaning'],,,
FL01010083,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010083,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010083,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010082,deplaning,8,['passenger_stairs'],[],,,
FL01010082,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010082,refueling,9,['fuel_truck'],['deplaning'],,,
FL01010082,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010082,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01010082,water_service,8,['water_truck'],['deplaning'],,,
FL01010082,cargo_load,8,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010082,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010082,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010073,deplaning,12,"['jetbridge', 'passenger_stairs']",[],,,
FL01010073,cargo_unload,21,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01010073,refueling,18,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01010073,catering,25,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01010073,cleaning,37,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01010073,water_service,14,['water_truck'],['deplaning'],,,
FL01010073,lavatory_service,8,['lavatory_truck'],['deplaning'],,,
FL01010073,cargo_load,22,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01010073,boarding,24,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01010073,pushback,7,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01010087,deplaning,7,['passenger_stairs'],[],,,
FL01010087,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010087,refueling,10,['fuel_truck'],['deplaning'],,,
FL01010087,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010087,cleaning,18,['cleaning_crew'],['deplaning'],,,
FL01010087,water_service,8,['water_truck'],['deplaning'],,,
FL01010087,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010087,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010087,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010054,deplaning,7,['passenger_stairs'],[],,,
FL01010054,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01010054,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010054,catering,13,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010054,cleaning,24,['cleaning_crew'],['deplaning'],,,
FL01010054,water_service,7,['water_truck'],['deplaning'],,,
FL01010054,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010054,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010054,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010111,deplaning,8,['passenger_stairs'],[],,,
FL01010111,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010111,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010111,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010111,cleaning,16,['cleaning_crew'],['deplaning'],,,
FL01010111,water_service,8,['water_truck'],['deplaning'],,,
FL01010111,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010111,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010111,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010050,deplaning,7,['passenger_stairs'],[],,,
FL01010050,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01010050,refueling,12,['fuel_truck'],['deplaning'],,,
FL01010050,catering,18,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010050,cleaning,24,['cleaning_crew'],['deplaning'],,,
FL01010050,water_service,9,['water_truck'],['deplaning'],,,
FL01010050,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010050,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010050,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010027,deplaning,6,['passenger_stairs'],[],,,
FL01010027,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01010027,refueling,14,['fuel_truck'],['deplaning'],,,
FL01010027,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010027,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01010027,water_service,8,['water_truck'],['deplaning'],,,
FL01010027,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010027,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010027,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010044,deplaning,9,['passenger_stairs'],[],,,
FL01010044,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010044,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010044,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010044,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01010044,water_service,10,['water_truck'],['deplaning'],,,
FL01010044,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010044,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010044,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010006,deplaning,11,"['jetbridge', 'passenger_stairs']",[],,,
FL01010006,cargo_unload,18,"['cargo_loader', 'cargo_loader']",['deplaning'],,,
FL01010006,refueling,20,"['fuel_truck', 'fuel_truck']",['deplaning'],,,
FL01010006,catering,25,"['catering_truck', 'catering_truck']","['deplaning', 'cleaning']",,,
FL01010006,cleaning,37,"['cleaning_crew', 'cleaning_crew']",['deplaning'],,,
FL01010006,water_service,13,['water_truck'],['deplaning'],,,
FL01010006,lavatory_service,7,['lavatory_truck'],['deplaning'],,,
FL01010006,cargo_load,22,"['cargo_loader', 'cargo_loader']","['cargo_unload', 'cleaning']",,,
FL01010006,boarding,27,"['jetbridge', 'passenger_stairs']","['cleaning', 'catering']",,,
FL01010006,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling', 'lavatory_service']",,,
FL01010002,deplaning,7,['passenger_stairs'],[],,,
FL01010002,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010002,refueling,12,['fuel_truck'],['deplaning'],,,
FL01010002,catering,12,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010002,cleaning,20,['cleaning_crew'],['deplaning'],,,
FL01010002,water_service,6,['water_truck'],['deplaning'],,,
FL01010002,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010002,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010002,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010008,deplaning,7,['passenger_stairs'],[],,,
FL01010008,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01010008,refueling,11,['fuel_truck'],['deplaning'],,,
FL01010008,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010008,cleaning,21,['cleaning_crew'],['deplaning'],,,
FL01010008,water_service,7,['water_truck'],['deplaning'],,,
FL01010008,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010008,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010008,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010000,deplaning,7,['passenger_stairs'],[],,,
FL01010000,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010000,refueling,12,['fuel_truck'],['deplaning'],,,
FL01010000,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010000,cleaning,25,['cleaning_crew'],['deplaning'],,,
FL01010000,water_service,7,['water_truck'],['deplaning'],,,
FL01010000,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010000,boarding,13,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010000,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010022,deplaning,7,['passenger_stairs'],[],,,
FL01010022,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010022,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010022,catering,15,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010022,cleaning,17,['cleaning_crew'],['deplaning'],,,
FL01010022,water_service,8,['water_truck'],['deplaning'],,,
FL01010022,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010022,boarding,18,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010022,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010076,deplaning,7,['passenger_stairs'],[],,,
FL01010076,cargo_unload,10,['baggage_loader'],['deplaning'],,,
FL01010076,refueling,10,['fuel_truck'],['deplaning'],,,
FL01010076,catering,16,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010076,cleaning,16,['cleaning_crew'],['deplaning'],,,
FL01010076,water_service,7,['water_truck'],['deplaning'],,,
FL01010076,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010076,boarding,16,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010076,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010041,deplaning,7,['passenger_stairs'],[],,,
FL01010041,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010041,refueling,15,['fuel_truck'],['deplaning'],,,
FL01010041,catering,12,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010041,cleaning,24,['cleaning_crew'],['deplaning'],,,
FL01010041,water_service,6,['water_truck'],['deplaning'],,,
FL01010041,cargo_load,10,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010041,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010041,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010020,deplaning,7,['passenger_stairs'],[],,,
FL01010020,cargo_unload,11,['baggage_loader'],['deplaning'],,,
FL01010020,refueling,14,['fuel_truck'],['deplaning'],,,
FL01010020,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010020,cleaning,28,['cleaning_crew'],['deplaning'],,,
FL01010020,water_service,10,['water_truck'],['deplaning'],,,
FL01010020,cargo_load,11,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010020,boarding,17,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010020,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010004,deplaning,7,['passenger_stairs'],[],,,
FL01010004,cargo_unload,9,['baggage_loader'],['deplaning'],,,
FL01010004,refueling,11,['fuel_truck'],['deplaning'],,,
FL01010004,catering,25,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010004,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01010004,water_service,8,['water_truck'],['deplaning'],,,
FL01010004,cargo_load,9,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010004,boarding,15,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010004,pushback,5,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010029,deplaning,8,['passenger_stairs'],[],,,
FL01010029,cargo_unload,12,['baggage_loader'],['deplaning'],,,
FL01010029,refueling,13,['fuel_truck'],['deplaning'],,,
FL01010029,catering,14,['catering_truck'],"['deplaning', 'cleaning']",,,
FL01010029,cleaning,19,['cleaning_crew'],['deplaning'],,,
FL01010029,water_service,7,['water_truck'],['deplaning'],,,
FL01010029,cargo_load,13,['baggage_loader'],"['cargo_unload', 'cleaning']",,,
FL01010029,boarding,14,['passenger_stairs'],"['cleaning', 'catering']",,,
FL01010029,pushback,4,['tug'],"['boarding', 'cargo_load', 'refueling']",,,
FL01010089,deplaning,6,['passenger_stairs'],[],,,
FL01010089,cargo_unload,8,['baggage_loader'],['deplaning'],,,
